 # temperature =    2.3053200000000000     
 # seed =     21952079
 # Niter =        80000
 # skipIter =         8000
 # height =           48
 # width =           48
 #
#         Iter        Energy   Energ Check Magnetization
        000200       -2968.0          -672
        000201       -3088.0          -710
        000202       -3088.0          -682
        000203       -3028.0          -620
        000204       -2924.0          -570
        000205       -2988.0          -608
        000206       -3016.0          -618
        000207       -2928.0          -590
        000208       -2820.0          -540
        000209       -2988.0          -582
        000210       -2952.0          -532
        000211       -2968.0          -552
        000212       -2900.0          -578
        000213       -2948.0          -604
        000214       -2920.0          -574
        000215       -2956.0          -552
        000216       -2924.0          -598
        000217       -2896.0          -514
        000218       -2828.0          -532
        000219       -2888.0          -606
        000220       -2904.0          -574
        000221       -2912.0          -580
        000222       -2936.0          -548
        000223       -2964.0          -560
        000224       -3004.0          -558
        000225       -2988.0          -502
        000226       -2992.0          -496
        000227       -3052.0          -542
        000228       -3012.0          -492
        000229       -3020.0          -558
        000230       -2968.0          -600
        000231       -2932.0          -580
        000232       -2884.0          -690
        000233       -2864.0          -690
        000234       -3024.0          -634
        000235       -2864.0          -586
        000236       -2756.0          -632
        000237       -2832.0          -614
        000238       -2920.0          -582
        000239       -2808.0          -498
        000240       -2792.0          -530
        000241       -2788.0          -600
        000242       -2796.0          -592
        000243       -2836.0          -576
        000244       -2776.0          -606
        000245       -2844.0          -640
        000246       -2908.0          -642
        000247       -2852.0          -670
        000248       -2852.0          -626
        000249       -2812.0          -620
        000250       -2864.0          -576
        000251       -2836.0          -588
        000252       -2848.0          -586
        000253       -2948.0          -524
        000254       -2928.0          -570
        000255       -2940.0          -544
        000256       -2896.0          -620
        000257       -2876.0          -618
        000258       -2932.0          -624
        000259       -2892.0          -604
        000260       -2836.0          -654
        000261       -2860.0          -642
        000262       -2892.0          -640
        000263       -2956.0          -640
        000264       -2920.0          -630
        000265       -3000.0          -610
        000266       -2956.0          -564
        000267       -2944.0          -582
        000268       -2940.0          -642
        000269       -2816.0          -568
        000270       -2872.0          -556
        000271       -2936.0          -554
        000272       -2996.0          -608
        000273       -2928.0          -608
        000274       -2968.0          -624
        000275       -2908.0          -584
        000276       -2928.0          -620
        000277       -2864.0          -666
        000278       -2984.0          -668
        000279       -2956.0          -654
        000280       -2836.0          -562
        000281       -2948.0          -546
        000282       -2960.0          -486
        000283       -2840.0          -540
        000284       -2836.0          -564
        000285       -2748.0          -540
        000286       -2800.0          -566
        000287       -2920.0          -594
        000288       -2928.0          -660
        000289       -2820.0          -690
        000290       -2864.0          -712
        000291       -2800.0          -698
        000292       -2736.0          -714
        000293       -2900.0          -804
        000294       -2792.0          -780
        000295       -2740.0          -764
        000296       -2708.0          -766
        000297       -2688.0          -706
        000298       -2856.0          -690
        000299       -2928.0          -664
        000300       -2840.0          -654
        000301       -2876.0          -726
        000302       -2912.0          -728
        000303       -2992.0          -746
        000304       -2828.0          -666
        000305       -2816.0          -746
        000306       -2860.0          -840
        000307       -2884.0          -846
        000308       -2824.0          -880
        000309       -2944.0          -908
        000310       -2824.0          -866
        000311       -2864.0          -850
        000312       -2792.0          -786
        000313       -2804.0          -852
        000314       -2828.0          -860
        000315       -2752.0          -840
        000316       -2708.0          -898
        000317       -2700.0          -910
        000318       -2780.0          -942
        000319       -2804.0          -920
        000320       -2876.0          -886
        000321       -2944.0          -916
        000322       -2848.0          -844
        000323       -2856.0          -836
        000324       -2752.0          -794
        000325       -2756.0          -782
        000326       -2788.0          -806
        000327       -2776.0          -794
        000328       -2912.0          -814
        000329       -2888.0          -824
        000330       -2828.0          -770
        000331       -2892.0          -744
        000332       -2936.0          -724
        000333       -2880.0          -810
        000334       -2860.0          -736
        000335       -2828.0          -738
        000336       -2904.0          -764
        000337       -2776.0          -742
        000338       -2880.0          -870
        000339       -2932.0          -864
        000340       -2872.0          -872
        000341       -3064.0          -978
        000342       -3056.0         -1016
        000343       -3008.0          -946
        000344       -2940.0          -928
        000345       -2900.0          -922
        000346       -2832.0          -922
        000347       -2904.0          -998
        000348       -2980.0          -978
        000349       -3040.0         -1014
        000350       -3040.0         -1006
        000351       -3068.0          -982
        000352       -3040.0         -1030
        000353       -2976.0         -1004
        000354       -3048.0         -1006
        000355       -3032.0         -1054
        000356       -3032.0         -1096
        000357       -3008.0         -1148
        000358       -3000.0         -1104
        000359       -3116.0         -1148
        000360       -3184.0         -1120
        000361       -3092.0         -1092
        000362       -3040.0         -1166
        000363       -3144.0         -1182
        000364       -3140.0         -1170
        000365       -3180.0         -1164
        000366       -3164.0         -1190
        000367       -3148.0         -1266
        000368       -3168.0         -1238
        000369       -3224.0         -1298
        000370       -3232.0         -1354
        000371       -3240.0         -1344
        000372       -3228.0         -1308
        000373       -3316.0         -1346
        000374       -3244.0         -1364
        000375       -3316.0         -1370
        000376       -3200.0         -1328
        000377       -3124.0         -1310
        000378       -3072.0         -1302
        000379       -3200.0         -1324
        000380       -3080.0         -1322
        000381       -3092.0         -1274
        000382       -3120.0         -1286
        000383       -3112.0         -1324
        000384       -3172.0         -1288
        000385       -3132.0         -1250
        000386       -3172.0         -1244
        000387       -3248.0         -1234
        000388       -3208.0         -1224
        000389       -3244.0         -1274
        000390       -3200.0         -1148
        000391       -3144.0         -1106
        000392       -3124.0         -1112
        000393       -3004.0         -1110
        000394       -3096.0         -1178
        000395       -3132.0         -1172
        000396       -3064.0         -1198
        000397       -2972.0         -1178
        000398       -3020.0         -1122
        000399       -3124.0         -1124
        000400       -3108.0         -1110
        000401       -2960.0         -1132
        000402       -3036.0         -1146
        000403       -2964.0         -1098
        000404       -2932.0         -1084
        000405       -2876.0         -1028
        000406       -2804.0          -984
        000407       -2904.0          -960
        000408       -2960.0          -984
        000409       -2852.0          -982
        000410       -2908.0          -914
        000411       -2940.0         -1000
        000412       -2824.0          -964
        000413       -2920.0          -992
        000414       -3056.0         -1060
        000415       -2956.0         -1068
        000416       -2888.0          -982
        000417       -2968.0          -978
        000418       -2960.0         -1038
        000419       -2856.0          -970
        000420       -3016.0         -1006
        000421       -3028.0         -1056
        000422       -2936.0         -1070
        000423       -2900.0         -1064
        000424       -2928.0         -1128
        000425       -3156.0         -1128
        000426       -3144.0         -1138
        000427       -3204.0         -1188
        000428       -3232.0         -1232
        000429       -3112.0         -1218
        000430       -3124.0         -1218
        000431       -3076.0         -1268
        000432       -3088.0         -1306
        000433       -3116.0         -1332
        000434       -3196.0         -1388
        000435       -3248.0         -1426
        000436       -3200.0         -1426
        000437       -3236.0         -1444
        000438       -3188.0         -1444
        000439       -3188.0         -1434
        000440       -3196.0         -1456
        000441       -3272.0         -1490
        000442       -3324.0         -1500
        000443       -3244.0         -1520
        000444       -3236.0         -1494
        000445       -3208.0         -1524
        000446       -3120.0         -1476
        000447       -3252.0         -1550
        000448       -3296.0         -1526
        000449       -3220.0         -1460
        000450       -3160.0         -1418
        000451       -3120.0         -1362
        000452       -3132.0         -1328
        000453       -3212.0         -1360
        000454       -3088.0         -1322
        000455       -3112.0         -1312
        000456       -3076.0         -1326
        000457       -3028.0         -1358
        000458       -3168.0         -1442
        000459       -3260.0         -1524
        000460       -3204.0         -1504
        000461       -3464.0         -1520
        000462       -3324.0         -1486
        000463       -3208.0         -1388
        000464       -3148.0         -1328
        000465       -3092.0         -1288
        000466       -3000.0         -1238
        000467       -3036.0         -1276
        000468       -3036.0         -1282
        000469       -3020.0         -1224
        000470       -2988.0         -1174
        000471       -2920.0         -1170
        000472       -3080.0         -1178
        000473       -3032.0         -1182
        000474       -3044.0         -1208
        000475       -3172.0         -1246
        000476       -3132.0         -1222
        000477       -3088.0         -1236
        000478       -3116.0         -1164
        000479       -3084.0         -1178
        000480       -3204.0         -1246
        000481       -3248.0         -1274
        000482       -3180.0         -1224
        000483       -3308.0         -1264
        000484       -3260.0         -1282
        000485       -3196.0         -1240
        000486       -3276.0         -1314
        000487       -3356.0         -1326
        000488       -3300.0         -1308
        000489       -3304.0         -1356
        000490       -3096.0         -1350
        000491       -3084.0         -1376
        000492       -3292.0         -1438
        000493       -3228.0         -1478
        000494       -3172.0         -1428
        000495       -3208.0         -1422
        000496       -3332.0         -1466
        000497       -3316.0         -1520
        000498       -3312.0         -1536
        000499       -3324.0         -1530
        000500       -3380.0         -1536
        000501       -3396.0         -1498
        000502       -3348.0         -1476
        000503       -3292.0         -1482
        000504       -3372.0         -1492
        000505       -3300.0         -1512
        000506       -3236.0         -1432
        000507       -3252.0         -1410
        000508       -3284.0         -1428
        000509       -3316.0         -1494
        000510       -3156.0         -1464
        000511       -3080.0         -1444
        000512       -3024.0         -1422
        000513       -2980.0         -1358
        000514       -2972.0         -1322
        000515       -3080.0         -1360
        000516       -3060.0         -1320
        000517       -2988.0         -1288
        000518       -2956.0         -1268
        000519       -2972.0         -1290
        000520       -3056.0         -1182
        000521       -2944.0         -1180
        000522       -2964.0         -1166
        000523       -2924.0         -1158
        000524       -3148.0         -1154
        000525       -3100.0         -1188
        000526       -3084.0         -1150
        000527       -3128.0         -1140
        000528       -3052.0         -1140
        000529       -3036.0         -1100
        000530       -3064.0         -1128
        000531       -3060.0         -1078
        000532       -2980.0         -1016
        000533       -2856.0          -982
        000534       -2964.0          -972
        000535       -2996.0         -1004
        000536       -3060.0         -1030
        000537       -2988.0         -1000
        000538       -3092.0         -1090
        000539       -3164.0         -1038
        000540       -3140.0         -1080
        000541       -3188.0         -1158
        000542       -3140.0         -1246
        000543       -3100.0         -1224
        000544       -3148.0         -1204
        000545       -3096.0         -1202
        000546       -3148.0         -1154
        000547       -3152.0         -1190
        000548       -3108.0         -1146
        000549       -2912.0         -1088
        000550       -3044.0         -1104
        000551       -3056.0         -1068
        000552       -2996.0         -1078
        000553       -3036.0         -1100
        000554       -3020.0         -1112
        000555       -2980.0         -1110
        000556       -3008.0         -1186
        000557       -2956.0         -1154
        000558       -3004.0         -1164
        000559       -3108.0         -1164
        000560       -3052.0         -1114
        000561       -3000.0         -1130
        000562       -3112.0         -1102
        000563       -3032.0         -1124
        000564       -3028.0         -1102
        000565       -3052.0         -1108
        000566       -3172.0         -1184
        000567       -3196.0         -1154
        000568       -3216.0         -1204
        000569       -3188.0         -1228
        000570       -3124.0         -1206
        000571       -2972.0         -1180
        000572       -3032.0         -1196
        000573       -3112.0         -1166
        000574       -3244.0         -1210
        000575       -3104.0         -1176
        000576       -3092.0         -1226
        000577       -3008.0         -1224
        000578       -3096.0         -1242
        000579       -3136.0         -1294
        000580       -3108.0         -1280
        000581       -3132.0         -1266
        000582       -2988.0         -1234
        000583       -3064.0         -1216
        000584       -3160.0         -1226
        000585       -3092.0         -1190
        000586       -3148.0         -1192
        000587       -3060.0         -1138
        000588       -3008.0         -1084
        000589       -2992.0         -1090
        000590       -2904.0         -1102
        000591       -2840.0         -1118
        000592       -2892.0         -1168
        000593       -2860.0         -1194
        000594       -2832.0         -1200
        000595       -2788.0         -1222
        000596       -2872.0         -1206
        000597       -3008.0         -1260
        000598       -2964.0         -1266
        000599       -3020.0         -1250
        000600       -3024.0         -1200
        000601       -3088.0         -1232
        000602       -2996.0         -1262
        000603       -2992.0         -1272
        000604       -3024.0         -1240
        000605       -2984.0         -1280
        000606       -3044.0         -1312
        000607       -3076.0         -1442
        000608       -3108.0         -1400
        000609       -2992.0         -1326
        000610       -3076.0         -1356
        000611       -3044.0         -1370
        000612       -3204.0         -1446
        000613       -3076.0         -1406
        000614       -3060.0         -1394
        000615       -3124.0         -1436
        000616       -3128.0         -1398
        000617       -3164.0         -1446
        000618       -3204.0         -1428
        000619       -3188.0         -1452
        000620       -3288.0         -1444
        000621       -3236.0         -1504
        000622       -3292.0         -1554
        000623       -3320.0         -1550
        000624       -3344.0         -1540
        000625       -3288.0         -1496
        000626       -3244.0         -1428
        000627       -3204.0         -1434
        000628       -3136.0         -1424
        000629       -3076.0         -1392
        000630       -3072.0         -1370
        000631       -3072.0         -1370
        000632       -3104.0         -1390
        000633       -3088.0         -1346
        000634       -3152.0         -1402
        000635       -3112.0         -1392
        000636       -3132.0         -1414
        000637       -3220.0         -1440
        000638       -3160.0         -1438
        000639       -3228.0         -1452
        000640       -3220.0         -1466
        000641       -3164.0         -1442
        000642       -3172.0         -1412
        000643       -3072.0         -1398
        000644       -3124.0         -1398
        000645       -3232.0         -1440
        000646       -3216.0         -1462
        000647       -3200.0         -1496
        000648       -3156.0         -1456
        000649       -3268.0         -1398
        000650       -3280.0         -1374
        000651       -3216.0         -1370
        000652       -3216.0         -1352
        000653       -3312.0         -1388
        000654       -3356.0         -1370
        000655       -3336.0         -1414
        000656       -3344.0         -1374
        000657       -3156.0         -1306
        000658       -3124.0         -1342
        000659       -3112.0         -1338
        000660       -3088.0         -1254
        000661       -3068.0         -1252
        000662       -3044.0         -1342
        000663       -3180.0         -1394
        000664       -3268.0         -1368
        000665       -3080.0         -1284
        000666       -3128.0         -1270
        000667       -3196.0         -1256
        000668       -3056.0         -1208
        000669       -3088.0         -1200
        000670       -3204.0         -1264
        000671       -3184.0         -1296
        000672       -3148.0         -1280
        000673       -3200.0         -1282
        000674       -3112.0         -1202
        000675       -3116.0         -1190
        000676       -3100.0         -1224
        000677       -3084.0         -1126
        000678       -3108.0         -1150
        000679       -3104.0         -1162
        000680       -3016.0         -1178
        000681       -2980.0         -1210
        000682       -3052.0         -1240
        000683       -3128.0         -1214
        000684       -3188.0         -1280
        000685       -3156.0         -1274
        000686       -3072.0         -1264
        000687       -3056.0         -1240
        000688       -3048.0         -1224
        000689       -3120.0         -1224
        000690       -3096.0         -1260
        000691       -3112.0         -1258
        000692       -2964.0         -1208
        000693       -3000.0         -1208
        000694       -2992.0         -1256
        000695       -2900.0         -1120
        000696       -2732.0         -1144
        000697       -2796.0         -1142
        000698       -2872.0         -1230
        000699       -2872.0         -1264
        000700       -2868.0         -1236
        000701       -2952.0         -1228
        000702       -3116.0         -1244
        000703       -3060.0         -1160
        000704       -3128.0         -1182
        000705       -3088.0         -1124
        000706       -3188.0         -1144
        000707       -3268.0         -1116
        000708       -3136.0         -1072
        000709       -3228.0         -1120
        000710       -3340.0         -1118
        000711       -3204.0         -1102
        000712       -3192.0         -1124
        000713       -3200.0         -1110
        000714       -3252.0         -1170
        000715       -3164.0         -1128
        000716       -3188.0         -1116
        000717       -3140.0         -1118
        000718       -3104.0         -1064
        000719       -3088.0         -1030
        000720       -3068.0         -1024
        000721       -3004.0         -1000
        000722       -3012.0         -1032
        000723       -3048.0         -1054
        000724       -3116.0         -1156
        000725       -3128.0         -1200
        000726       -3184.0         -1168
        000727       -3044.0         -1114
        000728       -3084.0         -1120
        000729       -3040.0         -1076
        000730       -3144.0         -1142
        000731       -3092.0         -1122
        000732       -3012.0         -1174
        000733       -2872.0         -1140
        000734       -3020.0         -1214
        000735       -3112.0         -1180
        000736       -3124.0         -1214
        000737       -3128.0         -1170
        000738       -3060.0         -1156
        000739       -3080.0         -1222
        000740       -3064.0         -1252
        000741       -3052.0         -1226
        000742       -3152.0         -1276
        000743       -3240.0         -1360
        000744       -3272.0         -1340
        000745       -3296.0         -1344
        000746       -3220.0         -1344
        000747       -3220.0         -1362
        000748       -3288.0         -1446
        000749       -3364.0         -1432
        000750       -3200.0         -1318
        000751       -3160.0         -1284
        000752       -3140.0         -1256
        000753       -3152.0         -1230
        000754       -3088.0         -1292
        000755       -3012.0         -1258
        000756       -3188.0         -1318
        000757       -3136.0         -1328
        000758       -3204.0         -1298
        000759       -3200.0         -1286
        000760       -3096.0         -1274
        000761       -3184.0         -1260
        000762       -3196.0         -1340
        000763       -3116.0         -1322
        000764       -3012.0         -1288
        000765       -3056.0         -1332
        000766       -3108.0         -1322
        000767       -3172.0         -1322
        000768       -3128.0         -1322
        000769       -3048.0         -1262
        000770       -3088.0         -1256
        000771       -3072.0         -1260
        000772       -3168.0         -1302
        000773       -3000.0         -1274
        000774       -3072.0         -1268
        000775       -3080.0         -1258
        000776       -3080.0         -1298
        000777       -3100.0         -1282
        000778       -3172.0         -1296
        000779       -3024.0         -1230
        000780       -3176.0         -1216
        000781       -3140.0         -1206
        000782       -3108.0         -1202
        000783       -3144.0         -1240
        000784       -3200.0         -1328
        000785       -3236.0         -1318
        000786       -3288.0         -1386
        000787       -3236.0         -1358
        000788       -3192.0         -1314
        000789       -3184.0         -1350
        000790       -3032.0         -1310
        000791       -3076.0         -1290
        000792       -3204.0         -1380
        000793       -3228.0         -1386
        000794       -3252.0         -1352
        000795       -3128.0         -1262
        000796       -3244.0         -1284
        000797       -3108.0         -1244
        000798       -3120.0         -1216
        000799       -3104.0         -1232
        000800       -3100.0         -1196
        000801       -2940.0         -1146
        000802       -3068.0         -1188
        000803       -3032.0         -1164
        000804       -3016.0         -1168
        000805       -3104.0         -1216
        000806       -3132.0         -1170
        000807       -3020.0         -1124
        000808       -3036.0         -1124
        000809       -3104.0         -1128
        000810       -3084.0         -1124
        000811       -3236.0         -1206
        000812       -3084.0         -1190
        000813       -3088.0         -1184
        000814       -3004.0         -1182
        000815       -3012.0         -1166
        000816       -3072.0         -1232
        000817       -3012.0         -1244
        000818       -2984.0         -1224
        000819       -2968.0         -1212
        000820       -3048.0         -1254
        000821       -2840.0         -1228
        000822       -2976.0         -1278
        000823       -2920.0         -1276
        000824       -2976.0         -1282
        000825       -2968.0         -1282
        000826       -3012.0         -1284
        000827       -2976.0         -1214
        000828       -2964.0         -1286
        000829       -3060.0         -1332
        000830       -2984.0         -1296
        000831       -3084.0         -1344
        000832       -3120.0         -1322
        000833       -3044.0         -1320
        000834       -2924.0         -1202
        000835       -2996.0         -1242
        000836       -2920.0         -1274
        000837       -2948.0         -1294
        000838       -2896.0         -1268
        000839       -2948.0         -1264
        000840       -3128.0         -1308
        000841       -3268.0         -1346
        000842       -3256.0         -1378
        000843       -3188.0         -1356
        000844       -3264.0         -1390
        000845       -3340.0         -1378
        000846       -3184.0         -1352
        000847       -3164.0         -1342
        000848       -3240.0         -1334
        000849       -3184.0         -1278
        000850       -3176.0         -1250
        000851       -3060.0         -1218
        000852       -3104.0         -1262
        000853       -3144.0         -1258
        000854       -3276.0         -1284
        000855       -3192.0         -1330
        000856       -3060.0         -1328
        000857       -3088.0         -1318
        000858       -3104.0         -1274
        000859       -2960.0         -1264
        000860       -2948.0         -1244
        000861       -3044.0         -1260
        000862       -3144.0         -1284
        000863       -3188.0         -1312
        000864       -3188.0         -1390
        000865       -3096.0         -1384
        000866       -3072.0         -1328
        000867       -3196.0         -1352
        000868       -3164.0         -1338
        000869       -3196.0         -1410
        000870       -3160.0         -1382
        000871       -3188.0         -1378
        000872       -2984.0         -1362
        000873       -3168.0         -1422
        000874       -3212.0         -1424
        000875       -3128.0         -1344
        000876       -3088.0         -1372
        000877       -3076.0         -1390
        000878       -3148.0         -1422
        000879       -3052.0         -1412
        000880       -3168.0         -1412
        000881       -3268.0         -1472
        000882       -3304.0         -1472
        000883       -3208.0         -1490
        000884       -3208.0         -1548
        000885       -3208.0         -1564
        000886       -3208.0         -1548
        000887       -3332.0         -1594
        000888       -3136.0         -1534
        000889       -3192.0         -1590
        000890       -3200.0         -1618
        000891       -3148.0         -1576
        000892       -3160.0         -1594
        000893       -3220.0         -1598
        000894       -3256.0         -1616
        000895       -3136.0         -1518
        000896       -3192.0         -1560
        000897       -3204.0         -1550
        000898       -3112.0         -1544
        000899       -3272.0         -1570
        000900       -3336.0         -1602
        000901       -3276.0         -1662
        000902       -3348.0         -1676
        000903       -3300.0         -1654
        000904       -3164.0         -1576
        000905       -3128.0         -1546
        000906       -3180.0         -1570
        000907       -3068.0         -1470
        000908       -3144.0         -1488
        000909       -3200.0         -1500
        000910       -3292.0         -1512
        000911       -3208.0         -1496
        000912       -3344.0         -1540
        000913       -3300.0         -1532
        000914       -3336.0         -1558
        000915       -3452.0         -1586
        000916       -3244.0         -1474
        000917       -3228.0         -1496
        000918       -3140.0         -1480
        000919       -3212.0         -1492
        000920       -3260.0         -1496
        000921       -3184.0         -1504
        000922       -3076.0         -1456
        000923       -3032.0         -1470
        000924       -3172.0         -1514
        000925       -3188.0         -1510
        000926       -3164.0         -1530
        000927       -3120.0         -1520
        000928       -3100.0         -1498
        000929       -3132.0         -1562
        000930       -3084.0         -1508
        000931       -3144.0         -1516
        000932       -3128.0         -1542
        000933       -3100.0         -1510
        000934       -3156.0         -1530
        000935       -3208.0         -1528
        000936       -3320.0         -1626
        000937       -3184.0         -1552
        000938       -3152.0         -1558
        000939       -3140.0         -1566
        000940       -3136.0         -1544
        000941       -3184.0         -1562
        000942       -3264.0         -1574
        000943       -3316.0         -1652
        000944       -3392.0         -1680
        000945       -3352.0         -1672
        000946       -3324.0         -1650
        000947       -3236.0         -1598
        000948       -3176.0         -1594
        000949       -3236.0         -1598
        000950       -3208.0         -1566
        000951       -3192.0         -1554
        000952       -3104.0         -1506
        000953       -3128.0         -1468
        000954       -3096.0         -1554
        000955       -3012.0         -1558
        000956       -3136.0         -1622
        000957       -3220.0         -1636
        000958       -3156.0         -1610
        000959       -3292.0         -1624
        000960       -3212.0         -1592
        000961       -3288.0         -1610
        000962       -3292.0         -1642
        000963       -3288.0         -1666
        000964       -3488.0         -1746
        000965       -3336.0         -1688
        000966       -3340.0         -1654
        000967       -3292.0         -1594
        000968       -3416.0         -1660
        000969       -3432.0         -1652
        000970       -3344.0         -1648
        000971       -3256.0         -1572
        000972       -3308.0         -1582
        000973       -3272.0         -1556
        000974       -3280.0         -1548
        000975       -3172.0         -1476
        000976       -3232.0         -1540
        000977       -3180.0         -1560
        000978       -3272.0         -1652
        000979       -3232.0         -1588
        000980       -3244.0         -1586
        000981       -3268.0         -1552
        000982       -3304.0         -1606
        000983       -3360.0         -1604
        000984       -3260.0         -1568
        000985       -3396.0         -1638
        000986       -3344.0         -1600
        000987       -3272.0         -1596
        000988       -3312.0         -1598
        000989       -3252.0         -1602
        000990       -3272.0         -1638
        000991       -3296.0         -1618
        000992       -3252.0         -1604
        000993       -3304.0         -1626
        000994       -3280.0         -1598
        000995       -3380.0         -1660
        000996       -3324.0         -1620
        000997       -3244.0         -1668
        000998       -3300.0         -1714
        000999       -3424.0         -1764
        001000       -3348.0         -1724
        001001       -3364.0         -1720
        001002       -3484.0         -1786
        001003       -3512.0         -1770
        001004       -3448.0         -1724
        001005       -3352.0         -1702
        001006       -3424.0         -1682
        001007       -3276.0         -1626
        001008       -3268.0         -1642
        001009       -3196.0         -1614
        001010       -3284.0         -1652
        001011       -3244.0         -1638
        001012       -3368.0         -1660
        001013       -3312.0         -1618
