# log(T_max_C - 2.266) -- log(L) slope=[[-1.16172582]] intercept=[0.36666913]
2.000000000000000000e+00 -1.956782498464757047e+00
2.025252525252525082e+00 -1.986119008975318234e+00
2.050505050505050608e+00 -2.015455519485879865e+00
2.075757575757575690e+00 -2.044792029996441052e+00
2.101010101010101216e+00 -2.074128540507002683e+00
2.126262626262626299e+00 -2.103465051017563869e+00
2.151515151515151381e+00 -2.132801561528125056e+00
2.176767676767676907e+00 -2.162138072038686687e+00
2.202020202020201989e+00 -2.191474582549247874e+00
2.227272727272727071e+00 -2.220811093059809060e+00
2.252525252525252597e+00 -2.250147603570370691e+00
2.277777777777777679e+00 -2.279484114080931878e+00
2.303030303030303205e+00 -2.308820624591493509e+00
2.328282828282828287e+00 -2.338157135102054696e+00
2.353535353535353369e+00 -2.367493645612615882e+00
2.378787878787878896e+00 -2.396830156123177513e+00
2.404040404040403978e+00 -2.426166666633738700e+00
2.429292929292929060e+00 -2.455503177144299887e+00
2.454545454545454586e+00 -2.484839687654861962e+00
2.479797979797979668e+00 -2.514176198165422704e+00
2.505050505050505194e+00 -2.543512708675984779e+00
2.530303030303030276e+00 -2.572849219186545966e+00
2.555555555555555358e+00 -2.602185729697107153e+00
2.580808080808080884e+00 -2.631522240207668784e+00
2.606060606060605966e+00 -2.660858750718229970e+00
2.631313131313131493e+00 -2.690195261228791601e+00
2.656565656565656575e+00 -2.719531771739352788e+00
2.681818181818181657e+00 -2.748868282249913975e+00
2.707070707070707183e+00 -2.778204792760475605e+00
2.732323232323232265e+00 -2.807541303271036792e+00
2.757575757575757791e+00 -2.836877813781598423e+00
2.782828282828282873e+00 -2.866214324292159610e+00
2.808080808080807955e+00 -2.895550834802720797e+00
2.833333333333333481e+00 -2.924887345313282427e+00
2.858585858585858563e+00 -2.954223855823843614e+00
2.883838383838384090e+00 -2.983560366334405245e+00
2.909090909090909172e+00 -3.012896876844966432e+00
2.934343434343434254e+00 -3.042233387355527618e+00
2.959595959595959336e+00 -3.071569897866088805e+00
2.984848484848484862e+00 -3.100906408376650436e+00
3.010101010101010388e+00 -3.130242918887212067e+00
3.035353535353535470e+00 -3.159579429397773254e+00
3.060606060606060552e+00 -3.188915939908334440e+00
3.085858585858585634e+00 -3.218252450418895627e+00
3.111111111111111160e+00 -3.247588960929457258e+00
3.136363636363636243e+00 -3.276925471440018445e+00
3.161616161616161769e+00 -3.306261981950580076e+00
3.186868686868686851e+00 -3.335598492461141262e+00
3.212121212121211933e+00 -3.364935002971702449e+00
3.237373737373737459e+00 -3.394271513482264080e+00
3.262626262626262541e+00 -3.423608023992825267e+00
3.287878787878788067e+00 -3.452944534503386897e+00
3.313131313131313149e+00 -3.482281045013948084e+00
3.338383838383838231e+00 -3.511617555524509271e+00
3.363636363636363313e+00 -3.540954066035070458e+00
3.388888888888888840e+00 -3.570290576545632533e+00
3.414141414141414366e+00 -3.599627087056194163e+00
3.439393939393939448e+00 -3.628963597566755350e+00
3.464646464646464530e+00 -3.658300108077316093e+00
3.489898989898989612e+00 -3.687636618587877724e+00
3.515151515151515138e+00 -3.716973129098439355e+00
3.540404040404040664e+00 -3.746309639609000985e+00
3.565656565656565746e+00 -3.775646150119561728e+00
3.590909090909090828e+00 -3.804982660630123359e+00
3.616161616161615910e+00 -3.834319171140684102e+00
3.641414141414141437e+00 -3.863655681651245732e+00
3.666666666666666963e+00 -3.892992192161807363e+00
3.691919191919192045e+00 -3.922328702672368994e+00
3.717171717171717127e+00 -3.951665213182929737e+00
3.742424242424242209e+00 -3.981001723693491368e+00
3.767676767676767735e+00 -4.010338234204052554e+00
3.792929292929292817e+00 -4.039674744714613297e+00
3.818181818181818343e+00 -4.069011255225175816e+00
3.843434343434343425e+00 -4.098347765735736559e+00
3.868686868686868507e+00 -4.127684276246297301e+00
3.893939393939393590e+00 -4.157020786756859820e+00
3.919191919191919116e+00 -4.186357297267420563e+00
3.944444444444444642e+00 -4.215693807777983082e+00
3.969696969696969724e+00 -4.245030318288543825e+00
3.994949494949494806e+00 -4.274366828799104567e+00
4.020202020202020776e+00 -4.303703339309667086e+00
4.045454545454544970e+00 -4.333039849820227829e+00
4.070707070707070940e+00 -4.362376360330790348e+00
4.095959595959596022e+00 -4.391712870841351091e+00
4.121212121212121104e+00 -4.421049381351911833e+00
4.146464646464647075e+00 -4.450385891862474352e+00
4.171717171717171269e+00 -4.479722402373035095e+00
4.196969696969697239e+00 -4.509058912883595838e+00
4.222222222222222321e+00 -4.538395423394158357e+00
4.247474747474747403e+00 -4.567731933904719099e+00
4.272727272727272485e+00 -4.597068444415279842e+00
4.297979797979797567e+00 -4.626404954925840585e+00
4.323232323232323537e+00 -4.655741465436403104e+00
4.348484848484848619e+00 -4.685077975946963846e+00
4.373737373737373701e+00 -4.714414486457526365e+00
4.398989898989898784e+00 -4.743750996968087108e+00
4.424242424242423866e+00 -4.773087507478647851e+00
4.449494949494949836e+00 -4.802424017989210370e+00
4.474747474747474918e+00 -4.831760528499771112e+00
4.500000000000000000e+00 -4.861097039010331855e+00
